,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
1821,2472,0531367010,020,RL,91.0,11024.0,Pave,2,Lvl,1,Corner,1,SawyerW,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,118.0,2,3,PConc,2,3,2,6,0.0,6,0.0,1400.0,1400.0,GasA,1,Y,1,1400.0,0.0,0.0,1400.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,8,0.0,6,Attchd,2005.0,2,2.0,612.0,3,3,1,144.0,55.0,0.0,0.0,0.0,0.0,5,NA,0.0,10,2006,New,186800.0
1822,610,0534402170,060,RL,69.05520046484602,8970.0,Pave,2,Lvl,1,Corner,1,NAmes,Norm,Norm,1Fam,2Story,5,6,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,4,2,388.0,6,0.0,356.0,744.0,GasA,3,Y,1,825.0,1315.0,0.0,2140.0,0.0,0.0,2.0,1.0,4.0,1.0,3,7.0,8,1.0,3,Attchd,1965.0,1,2.0,549.0,3,3,1,0.0,40.0,264.0,0.0,0.0,0.0,5,NA,0.0,6,2009,WD ,177500.0
1823,1950,0535379060,030,RL,60.0,10800.0,Pave,1,Lvl,1,Inside,1,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,4,6,0.0,6,0.0,656.0,656.0,GasA,3,Y,1,968.0,0.0,0.0,968.0,0.0,0.0,2.0,0.0,4.0,1.0,3,5.0,8,0.0,6,Detchd,1928.0,3,1.0,216.0,4,4,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,8,2007,WD ,64500.0
1824,94,0533205060,120,FV,25.0,4835.0,Pave,2,Lvl,1,CulDSac,1,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,PConc,1,3,2,1,1298.0,6,0.0,190.0,1488.0,GasA,1,Y,1,1488.0,0.0,0.0,1488.0,1.0,0.0,2.0,0.0,2.0,1.0,2,6.0,8,1.0,2,Attchd,2004.0,1,2.0,506.0,3,3,1,168.0,50.0,0.0,0.0,0.0,0.0,5,NA,0.0,3,2010,WD ,260000.0
1825,1745,0528228555,020,RL,53.0,3710.0,Pave,1,Lvl,1,Inside,1,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,2,3,PConc,2,3,2,6,0.0,6,0.0,1266.0,1266.0,GasA,1,Y,1,1266.0,0.0,0.0,1266.0,0.0,0.0,2.0,0.0,2.0,1.0,2,6.0,8,1.0,2,Attchd,2007.0,1,2.0,388.0,3,3,1,100.0,16.0,0.0,0.0,0.0,0.0,5,NA,0.0,8,2007,New,185485.0
1826,744,0903231130,030,RM,51.0,6120.0,Pave,1,Lvl,1,Corner,1,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,4,3,209.0,6,0.0,506.0,715.0,GasA,3,Y,2,875.0,0.0,0.0,875.0,1.0,0.0,1.0,0.0,2.0,1.0,3,5.0,8,0.0,6,Detchd,1931.0,3,1.0,180.0,4,3,1,48.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,11,2009,WD ,105000.0
1827,1859,0533254100,080,RL,80.0,9600.0,Pave,1,Lvl,1,FR2,1,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,2,2,CBlock,3,3,4,6,0.0,6,0.0,528.0,528.0,GasA,1,Y,1,1094.0,761.0,0.0,1855.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,8,1.0,3,Attchd,1976.0,2,2.0,512.0,3,3,1,113.0,100.0,0.0,0.0,0.0,0.0,5,NA,0.0,8,2007,WD ,187000.0
1828,2343,0527301010,020,RL,91.0,14145.0,Pave,1,Lvl,1,Corner,1,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,2,3,3,2,213.0,6,0.0,995.0,1208.0,GasA,1,Y,1,1621.0,0.0,0.0,1621.0,1.0,0.0,2.0,0.0,3.0,1.0,2,8.0,8,0.0,6,Attchd,1984.0,2,2.0,440.0,3,3,1,108.0,45.0,0.0,0.0,0.0,0.0,5,Shed,400.0,5,2006,WD ,202500.0
1829,1713,0528172050,020,RL,70.0,9926.0,Pave,2,Lvl,1,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,2,3,PConc,2,3,3,1,1178.0,6,0.0,436.0,1614.0,GasA,1,Y,1,1614.0,0.0,0.0,1614.0,1.0,0.0,2.0,0.0,3.0,1.0,2,7.0,8,0.0,6,Attchd,2005.0,2,3.0,878.0,3,3,1,100.0,38.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2007,WD ,245700.0
1830,1816,0531451150,160,RL,50.0,8012.0,Pave,1,Lvl,1,Inside,1,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,4,6,0.0,6,0.0,630.0,630.0,GasA,1,Y,1,630.0,636.0,0.0,1266.0,0.0,0.0,1.0,1.0,2.0,1.0,3,5.0,8,2.0,3,Attchd,1980.0,2,1.0,283.0,3,3,1,340.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,7,2007,WD ,128000.0
1831,2390,0528120110,060,RL,80.0,10240.0,Pave,1,Lvl,1,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,2,3,PConc,2,3,3,6,0.0,6,0.0,1030.0,1030.0,GasA,2,Y,1,1038.0,1060.0,0.0,2098.0,0.0,0.0,2.0,1.0,3.0,1.0,1,8.0,8,1.0,2,Attchd,2005.0,2,3.0,878.0,3,3,1,192.0,52.0,0.0,0.0,0.0,0.0,5,NA,0.0,3,2006,WD ,275500.0
1832,364,0527166010,060,RL,69.05520046484602,10762.0,Pave,2,Lvl,1,CulDSac,1,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,344.0,2,3,PConc,2,3,4,1,694.0,6,0.0,284.0,978.0,GasA,1,Y,1,1005.0,978.0,0.0,1983.0,0.0,0.0,2.0,1.0,3.0,1.0,2,9.0,8,1.0,3,Attchd,1999.0,1,2.0,490.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2009,WD ,225000.0
1833,684,0535453100,080,RL,80.0,8000.0,Pave,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,2,3,2,1,433.0,4,95.0,0.0,528.0,GasA,3,Y,1,1183.0,0.0,0.0,1183.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,8,0.0,6,Attchd,1959.0,2,1.0,288.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,7,2009,WD ,138000.0
1834,32,0527451410,160,RM,21.0,1680.0,Pave,1,Lvl,1,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,3,3,CBlock,3,3,4,6,0.0,6,0.0,525.0,525.0,GasA,3,Y,1,525.0,567.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,3,6.0,8,0.0,6,Detchd,1971.0,3,1.0,264.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,3,2010,WD ,88000.0
1835,1698,0528110100,060,RL,105.0,13693.0,Pave,1,Lvl,1,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,1,3,PConc,2,3,2,6,0.0,6,0.0,2153.0,2153.0,GasA,1,Y,1,2069.0,574.0,0.0,2643.0,0.0,0.0,2.0,1.0,3.0,1.0,1,9.0,8,1.0,2,BuiltIn,2006.0,1,3.0,694.0,3,3,1,414.0,84.0,0.0,0.0,0.0,0.0,5,NA,0.0,3,2007,WD ,380000.0
1836,1129,0528482020,020,FV,85.0,10625.0,Pave,1,Lvl,1,Inside,1,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,2,3,PConc,2,3,2,6,0.0,6,0.0,1660.0,1660.0,GasA,1,Y,1,1660.0,0.0,0.0,1660.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,8,1.0,2,Attchd,2007.0,1,3.0,660.0,3,3,1,133.0,120.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2008,WD ,256000.0
1837,165,0535456110,020,RL,60.0,7200.0,Pave,1,Lvl,1,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,3,234.0,4,486.0,180.0,900.0,GasA,3,Y,1,900.0,0.0,0.0,900.0,0.0,1.0,1.0,0.0,3.0,1.0,2,5.0,8,0.0,6,Detchd,2005.0,3,2.0,576.0,3,3,1,222.0,32.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2010,WD ,134800.0
1838,935,0909451140,160,RM,24.0,1612.0,Pave,1,Lvl,1,Inside,1,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,2,3,4,6,0.0,6,0.0,561.0,561.0,GasA,3,Y,1,561.0,668.0,0.0,1229.0,0.0,0.0,1.0,1.0,2.0,1.0,3,5.0,8,1.0,3,Attchd,1980.0,1,2.0,462.0,3,3,1,154.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,7,2009,WD ,121000.0
1839,1802,0528480020,060,FV,84.0,10207.0,Pave,1,Lvl,1,Inside,1,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,3,4,6,0.0,6,0.0,874.0,874.0,GasA,1,Y,1,874.0,887.0,0.0,1761.0,0.0,0.0,3.0,0.0,3.0,1.0,2,7.0,8,0.0,6,Attchd,2007.0,1,2.0,578.0,3,3,1,144.0,105.0,0.0,0.0,0.0,0.0,5,NA,0.0,8,2007,New,227875.0
1840,250,0906378100,020,RL,64.0,10475.0,Pave,2,Lvl,1,Corner,1,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,2,3,PConc,2,3,2,6,0.0,6,0.0,1694.0,1694.0,GasA,1,Y,1,1694.0,0.0,0.0,1694.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,8,0.0,6,Attchd,2008.0,2,3.0,776.0,3,3,1,160.0,33.0,0.0,0.0,0.0,0.0,5,NA,0.0,2,2010,WD ,245350.0
1841,2668,0902401090,090,RM,33.0,5976.0,Pave,1,Lvl,1,Inside,1,OldTown,Norm,Norm,Duplex,2Story,5,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,4,6,0.0,6,0.0,624.0,624.0,GasA,2,N,2,624.0,624.0,0.0,1248.0,0.0,0.0,2.0,0.0,2.0,2.0,3,8.0,8,0.0,6,Attchd,nan,3,0.0,0.0,3,3,3,0.0,130.0,256.0,0.0,0.0,0.0,5,NA,0.0,12,2006,WD ,93500.0
1842,236,0905426060,030,RL,85.0,10625.0,Pave,1,Lvl,1,Corner,1,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,4,2,108.0,6,0.0,350.0,458.0,GasA,4,N,1,835.0,0.0,0.0,835.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,8,0.0,6,Basment,1920.0,3,1.0,366.0,4,3,1,0.0,0.0,77.0,0.0,0.0,0.0,5,Shed,400.0,5,2010,COD,83000.0
1843,2117,0906426195,060,RL,69.05520046484602,53107.0,Pave,3,Low,1,Corner,2,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,PConc,2,3,2,1,985.0,6,0.0,595.0,1580.0,GasA,1,Y,1,1079.0,874.0,0.0,1953.0,1.0,0.0,2.0,1.0,3.0,1.0,2,9.0,8,2.0,4,Attchd,1992.0,1,2.0,501.0,3,3,1,216.0,231.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2007,WD ,240000.0
1844,2029,0903430040,045,RM,40.0,5680.0,Pave,1,Lvl,1,Inside,1,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,4,6,0.0,6,0.0,592.0,592.0,GasA,3,N,2,933.0,240.0,0.0,1173.0,0.0,0.0,2.0,0.0,3.0,1.0,3,7.0,8,0.0,6,Detchd,1920.0,3,1.0,240.0,3,4,1,0.0,25.0,77.0,0.0,0.0,0.0,5,NA,0.0,9,2007,WD ,113000.0
1845,636,0535175050,020,RL,66.0,12400.0,Pave,2,Lvl,1,Inside,1,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3,3,CBlock,3,4,4,4,585.0,6,0.0,630.0,1215.0,GasA,3,Y,2,1215.0,0.0,0.0,1215.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,8,0.0,6,Attchd,1958.0,3,1.0,297.0,3,3,1,0.0,0.0,0.0,0.0,234.0,0.0,5,NA,0.0,6,2009,WD ,155000.0
1846,1155,0532378200,020,RL,65.0,6768.0,Pave,2,Lvl,1,Inside,1,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,2,CBlock,3,3,3,1,832.0,6,0.0,80.0,912.0,GasA,2,Y,1,912.0,0.0,0.0,912.0,1.0,1.0,1.0,0.0,3.0,1.0,2,5.0,8,0.0,6,Detchd,1962.0,3,1.0,288.0,3,3,1,168.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2008,WD ,142000.0
1847,739,0903228120,045,RM,50.0,6000.0,Pave,1,Lvl,1,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,PConc,3,3,4,6,0.0,6,0.0,884.0,884.0,GasA,2,Y,1,904.0,0.0,0.0,904.0,0.0,0.0,1.0,0.0,2.0,1.0,3,4.0,8,0.0,6,Detchd,1926.0,3,1.0,180.0,3,3,1,0.0,0.0,105.0,0.0,0.0,0.0,5,NA,0.0,1,2009,WD ,119000.0
1848,1608,0923400040,050,RL,75.0,12508.0,Pave,2,Lvl,1,Inside,1,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,3,2,660.0,6,0.0,323.0,983.0,GasA,1,Y,1,983.0,767.0,0.0,1750.0,1.0,0.0,2.0,0.0,4.0,1.0,3,7.0,5,0.0,6,Attchd,1989.0,3,1.0,423.0,3,3,1,245.0,0.0,156.0,0.0,0.0,0.0,5,Shed,1300.0,7,2008,WD ,160000.0
1849,1087,0528235120,060,RL,62.0,7415.0,Pave,2,Lvl,1,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,4,1,759.0,6,0.0,80.0,839.0,GasA,1,Y,1,864.0,729.0,0.0,1593.0,1.0,0.0,2.0,1.0,3.0,1.0,3,8.0,8,1.0,3,Attchd,2004.0,1,2.0,398.0,3,3,1,100.0,75.0,0.0,0.0,0.0,0.0,5,NA,0.0,4,2008,WD ,193000.0
1850,1774,0528366070,060,RL,88.0,11762.0,Pave,1,Lvl,1,Inside,1,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309.0,2,3,PConc,1,3,4,1,335.0,6,0.0,770.0,1105.0,GasA,1,Y,1,1105.0,1097.0,0.0,2202.0,1.0,0.0,2.0,1.0,4.0,1.0,2,9.0,8,1.0,3,Attchd,1992.0,2,2.0,517.0,3,3,1,0.0,65.0,0.0,0.0,144.0,0.0,5,NA,0.0,9,2007,WD ,263000.0
1851,2816,0907420090,020,RL,65.0,8767.0,Pave,2,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,2,3,2,1,24.0,6,0.0,1286.0,1310.0,GasA,1,Y,1,1310.0,0.0,0.0,1310.0,0.0,0.0,2.0,0.0,3.0,1.0,2,6.0,8,1.0,2,Attchd,2005.0,1,2.0,400.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,7,2006,New,164990.0
1852,2194,0908276230,020,RL,60.0,8190.0,Pave,1,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,4,4,732.0,6,0.0,216.0,948.0,GasA,1,Y,1,948.0,0.0,0.0,948.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,8,1.0,3,Detchd,1956.0,3,1.0,280.0,3,3,1,0.0,36.0,0.0,0.0,0.0,0.0,5,NA,0.0,10,2007,WD ,119000.0
1853,523,0528458180,020,FV,75.0,7500.0,Pave,1,Lvl,1,Inside,1,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238.0,2,3,PConc,2,3,4,1,24.0,6,0.0,1348.0,1372.0,GasA,1,Y,1,1448.0,0.0,0.0,1448.0,0.0,0.0,2.0,0.0,2.0,1.0,2,6.0,8,1.0,2,Attchd,2006.0,2,2.0,692.0,3,3,1,0.0,140.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2009,WD ,238500.0
1854,2767,0906475200,020,RL,62.0,70761.0,Pave,2,Low,1,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,3,3,CBlock,2,3,1,2,655.0,6,0.0,878.0,1533.0,GasA,3,Y,1,1533.0,0.0,0.0,1533.0,1.0,0.0,2.0,0.0,2.0,1.0,2,5.0,8,2.0,3,Attchd,1975.0,3,2.0,576.0,3,3,1,200.0,54.0,0.0,0.0,0.0,0.0,5,NA,0.0,12,2006,WD ,280000.0
1855,1837,0533206070,120,FV,32.0,3784.0,Pave,2,Lvl,1,Inside,1,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,2,3,PConc,2,3,4,1,60.0,6,0.0,1451.0,1511.0,GasA,1,Y,1,1565.0,0.0,0.0,1565.0,1.0,0.0,2.0,0.0,2.0,1.0,2,5.0,8,0.0,6,Attchd,2006.0,1,2.0,476.0,3,3,1,0.0,120.0,0.0,0.0,0.0,0.0,5,NA,0.0,2,2007,New,193800.0
1856,2284,0923225040,120,RM,44.0,4224.0,Pave,1,Lvl,1,Inside,1,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,2,3,4,1,840.0,6,0.0,200.0,1040.0,GasA,3,Y,1,1060.0,0.0,0.0,1060.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,8,1.0,3,Attchd,1976.0,3,2.0,572.0,3,3,1,100.0,110.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2007,WD ,129900.0
1857,1434,0907135260,020,RL,57.0,9245.0,Pave,3,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,2,3,4,1,686.0,6,0.0,304.0,990.0,GasA,1,Y,1,990.0,0.0,0.0,990.0,0.0,1.0,1.0,0.0,3.0,1.0,3,5.0,8,0.0,6,Detchd,1996.0,3,2.0,672.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,2,2008,WD ,145000.0
1858,2794,0907255050,020,RL,69.05520046484602,14781.0,Pave,3,Lvl,1,CulDSac,1,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,2,3,PConc,2,3,1,6,0.0,6,0.0,1753.0,1753.0,GasA,1,Y,1,1787.0,0.0,0.0,1787.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,8,1.0,3,Attchd,2001.0,2,3.0,748.0,3,3,1,198.0,150.0,0.0,0.0,0.0,0.0,5,NA,0.0,8,2006,WD ,275000.0
1859,2625,0535454030,090,RL,60.0,8544.0,Pave,1,Lvl,1,Corner,1,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,Stone,None,0.0,3,3,Slab,3,3,4,1,0.0,6,0.0,0.0,0.0,Wall,4,N,3,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,2.0,2.0,3,6.0,8,0.0,6,Detchd,1950.0,3,2.0,400.0,3,4,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,12,2006,WD ,81400.0
1860,794,0905475160,020,RL,62.0,7440.0,Pave,1,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,3,4,3,173.0,6,0.0,916.0,1089.0,GasW,3,Y,1,1089.0,0.0,0.0,1089.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,8,1.0,2,Detchd,1954.0,2,1.0,252.0,3,3,2,328.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,9,2009,WD ,125000.0
1861,708,0902204080,030,RM,62.0,7404.0,Pave,1,Lvl,1,Corner,1,OldTown,Norm,Norm,1Fam,1Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,4,3,4,6,0.0,6,0.0,861.0,861.0,GasA,3,Y,1,861.0,0.0,0.0,861.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,8,0.0,6,Detchd,1920.0,3,2.0,288.0,3,3,3,0.0,0.0,128.0,0.0,0.0,0.0,5,NA,0.0,11,2009,Oth,80000.0
1862,286,0909100080,030,RL,67.0,4853.0,Pave,1,Bnk,1,Inside,1,SWISU,Artery,Norm,1Fam,1Story,5,6,1924,1999,Gable,CompShg,MetalSd,VinylSd,BrkFace,203.0,3,3,BrkTil,3,3,3,4,133.0,6,0.0,974.0,1107.0,GasA,4,N,2,1296.0,0.0,0.0,1296.0,0.0,0.0,2.0,0.0,2.0,1.0,4,5.0,8,1.0,2,Detchd,1979.0,3,1.0,260.0,3,3,1,0.0,0.0,36.0,0.0,0.0,0.0,5,NA,0.0,5,2010,WD ,104000.0
1863,62,0528358010,020,RL,59.0,10593.0,Pave,2,Lvl,1,Inside,1,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,2,3,PConc,2,3,4,1,919.0,6,0.0,801.0,1720.0,GasA,1,Y,1,1720.0,0.0,0.0,1720.0,1.0,0.0,2.0,0.0,3.0,1.0,2,7.0,8,1.0,3,Attchd,1996.0,1,2.0,527.0,3,3,1,240.0,56.0,154.0,0.0,0.0,0.0,5,NA,0.0,3,2010,WD ,260400.0
1864,1647,0527302060,060,RL,78.0,12090.0,Pave,1,Lvl,1,Inside,1,NWAmes,Norm,Norm,1Fam,2Story,7,7,1981,2003,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,2,3,CBlock,2,3,4,2,321.0,6,0.0,404.0,725.0,GasA,1,Y,1,725.0,754.0,0.0,1479.0,0.0,0.0,2.0,1.0,3.0,1.0,2,6.0,8,1.0,3,Attchd,1981.0,2,2.0,484.0,3,3,1,167.0,72.0,0.0,0.0,0.0,0.0,5,NA,0.0,3,2007,WD ,176000.0
1865,2054,0905103110,020,RL,69.05520046484602,11677.0,Pave,2,Lvl,1,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,442.0,3,3,CBlock,3,3,2,4,249.0,3,761.0,30.0,1040.0,GasA,3,Y,1,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,8,0.0,6,Attchd,1966.0,2,1.0,264.0,3,3,1,0.0,90.0,0.0,0.0,0.0,0.0,5,NA,0.0,2,2007,WD ,123000.0
1866,1102,0528326110,060,RL,69.05520046484602,11000.0,Pave,1,Lvl,1,FR2,1,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,295.0,2,3,PConc,1,3,3,6,0.0,6,0.0,1519.0,1519.0,GasA,1,Y,1,1533.0,639.0,0.0,2172.0,0.0,0.0,2.0,1.0,4.0,1.0,1,8.0,8,1.0,3,BuiltIn,2000.0,2,3.0,687.0,3,3,1,162.0,153.0,0.0,0.0,0.0,0.0,5,NA,0.0,6,2008,WD ,291000.0
1867,654,0535354100,020,RL,50.0,8000.0,Pave,1,Lvl,1,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,CBlock,3,3,4,2,680.0,6,0.0,292.0,972.0,GasA,1,Y,1,972.0,0.0,0.0,972.0,1.0,0.0,1.0,0.0,2.0,1.0,3,5.0,8,1.0,2,Detchd,1948.0,3,1.0,240.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,NA,0.0,5,2009,WD ,132000.0
